Halflingis 	<i>adv</i>. half, S3.
Halfpeny 	<i>sb</i>. halfpeny, MD; <b>hal-*pens</b>, <i>pl</i>., W.
Hali 	<i>adj</i>. holy, S, S2. See <b>Holi</b>.
Halidom 	<i>sb</i>. a holy thing, holy relics, S, P; <b>halydom</b>,, S2;<b>haliȝdomess</b>, <i>pl</i>., S.--AS. <i>háligdóm</i>.
Hali-write 	<i>sb</i>. holy writ, S.
Haliȝen 	<i>v</i>. to hallow, S; see <b>Hale-wen</b>.
Halke 	<i>sb</i>. corner, recess, S, Prompt.. MD; <b>halkes</b>, <i>pl</i>., C3;<b>halkeȝ</b>, S2.
Halle 	<i>sb</i>. hall, Cath., S, C2; <b>hallen</b>, <i>dat</i>., S.--AS. <i>heall</i>.
Halp 	<i>pt. s</i>.; see <b>Helpen</b>.
Hals 	,<i>sb</i>. neck, S, S2. C2, C3.--AS. <i>heals</i>,; cp. Icel. <i>háls</i>.
Halsien 	<i>v</i>. to embrace, MD; <b>halsen</b>, Cath., Prompt.; <b>hals</b>,H.--AS. <i>healsian</i>; cp. Icel. <i>hálsa</i>.
Halsien 	<i>v</i>. to beseech, conjure, MD; <b>halsen</b>, S2, C2.
Hals-man 	<i>sb</i>. executioner, HD.
Halsynge 	<i>sb</i>. embrace, Cath.
Halt 	<i>adj</i>. lame, MD.
Halten 	<i>v</i>. to walk as lame, MD; <b>halted</b>, <i>pt. pl</i>.,S2.--AS. <i>healtian</i>.
Haluen-del 	<i>sb</i>. the half, S, G; <b>haluendele</b>, PP.
Halwes 	<i>sb. pl</i>. saints, C3; <b>halewis</b>, W; <b>halhes</b>, S; <b>halechen</b>,S; <b>haleȝen</b>, <i>dat</i>., S; <b>halȝen</b>, S2 <b>; halhen</b>, S; <b>halege</b>,<i>sb</i>., saint, S; <b>halgh</b>, S2. See <b>Holi</b>.
Halȝed 	<i>pt. s</i>.; see <b>Halewen</b>.
Ham 	them, S, S2; see <b>Hem</b>.
Ham 	<i>sb</i>. home, S. See <b>Hoom</b>.
Ham 	1 <i>pr. s</i>. am; S; see <b>Am</b>. [Addition]
Hamer 	<i>sb</i>. hammer, C, C3.--AS. <i>hamor</i>.
Hamly 	<i>adv</i>. familiarly, heartily, H. See <b>Homliche</b>.
Hamlynes 	<i>sb</i>. intimacy, H. See <b>Homlinesse</b>.
Hand 	<i>sb</i>. hand, MD; <b>hond</b>, S, S2,C2; <b>hoond</b>, W, W2; <b>honde</b>,<i>dat</i>., S, S2,C3; <b>hand</b>, <i>pl</i>., S; <b>bend</b>, S, S2; <b>hende</b>, S2;<b>honde</b>, S; <b>honden</b>, S, S2; <b>handes</b>, S; <b>hondes</b>, S, S3, C2, C3,P.--AS. <i>hand</i> (<i>hond</i>).
Hand-ful 	<i>sb</i>. sheaf, S, MD.
Handidandi 	<i>sb</i>. forfeit, <b>, P; handie-dandie</b>, HD.
Handlen 	<i>v</i>. to handle, S, C2.
Hangen 	<i>v</i>. (<i>strong</i>), to hang; (1) <i>tr</i>., MD; <b>heng</b>, <i>pt. s</i>.;C2; <b>hengen</b>, <i>pl</i>., S; <b>heengen</b>, S2; <b>hongen</b>, <i>pp</i>., MD; (2)<i>intr</i>. <b>heng</b>, <i>pt. s</i>., C3, MD; <b>hyng</b>, S2, MD; <b>hing</b>, MD; <b>hong</b>,S3, MD; <b>hynge</b>, C.--AS. <i>hange</i>, I pr. s., <i>héng</i>, pt. s., <i>hangen</i>,pp.
Hangen 	<i>v</i>. (<i>weak</i>) to hang; (1) <i>intr</i>., MD; <b>hengen</b>, S, MD;<b>hongen</b>, S, S2, S3; <b>hongien</b>, MD; <b>hingen</b>, S2; <b>hing</b>, MD; <b>hyng</b>,S2, S3, H; <b>henged</b>, <i>pt. s</i>., MD, S; <b>honged</b>, <i>pl</i>., S3, G;<b>hangiden</b>, W; <b>henged</b>, <i>pp</i>., S; (2) <i>tr</i>. <b>hongede</b>, <i>pt. s</i>., S2;<b>hongide</b>, W; <b>hangede</b>, MD; <b>hanged</b>, <i>pp</i>., P; <b>y-honged</b>,S2.--AS. <i>hangian</i>.
Hanselle 	<i>sb</i>. handsel, earnest-money on a purchase, a gift, PP,Cath.; <b>hansale</b>, <i>strena</i>, Prompt.; <b>haunsel</b>, MD; <b>hansel</b>, P,HD.--Icel. <i>handsal</i>, the confirming of a bargain by shaking hands.
Hansellen 	<i>v</i>. to handsel, to betroth, MD., Cath., Palsg.;<b>i-hondsald</b>, <i>pp</i>., S.--Icel. <i>handsala</i>.
Hap 	<i>sb</i>. chance, fortune, C2, C3, PP; <b>happe</b>, S2, W; <b>happes</b>,<i>pl</i>., P.--Icel. <i>happ</i>.
Happen 	<i>v</i>. to hap, chance, P, S2, C2, C3; <b>hapte</b>, <i>pt. s</i>., MD.
Happiliche 	<i>adv</i>. perchance, P; <b>happily</b>, P.
Happy 	<i>adj</i>. lucky, S3.
Happyn 	<i>v</i>. to wrap up, Prompt., MD; <b>hap</b>, JD; <b>happis</b>, <i>pr. s</i>.,S3; <b>happid</b>, <i>pt. s</i>., HD; <b>happid</b>, <i>pp</i>., H.
Happynge 	<i>sb</i>. wrapping, H.
Harborowe 	<i>v</i>. to harbour; see <b>Herberwe</b>.
Harde 	<i>adj</i>. hard, severe, disastrous, parsimonious, PP, C2;<b>hard</b>, S; <b>harde, herdure</b>, <i>adj. comp</i>., S; <b>harde</b>, <i>adv</i>.,severely, S, S2; <b>hard</b>, with difficulty, W. <i>Comb</i>.: <b>harde cloðes</b>,sackcloth, S. <i>Phr</i>.: <b>of hard</b>, with difficulty, W, W2.--AS. <i>heard</i>.
Hardeliche 	<i>adv</i>. bravely, S, S2; <b>hardely</b>, S3.
Harden 	<i>v</i>. to make hard; <b>y-harded</b>, <i>pp</i>., C2.
Hardenen 	<i>v</i>. to harden; <b>harrdenesst</b>, <i>2 pr. s</i>., S.
Hardi 	<i>adj</i>. hardy, S, W2; bold, daring, S2; <b>hardy</b>, C2,PP.--OF. <i>hardi</i>.
Hardiliche 	<i>adv</i>. boldly, P; <b>hardilike</b>, S; <b>hardily</b>, C2;<b>hardiloker</b>, <i>comp</i>., PP.
Hardiment 	<i>sb</i>. boldness, MD; <b>hardyment</b>, S2.
Hardinesse 	<i>sb</i>. boldness, C2; <b>hardynesse</b>, W, PP.
Harding 	<i>sb</i>. a hardening, C2.
Hares 	<i>pl</i>. hairs, S2; <b>haris</b>, S3. See <b>Here</b>.
Harlot 	<i>sb</i>. beggar, vagabond, ribald, buffoon, rascal, C, PP;<b>herlot</b>, acrobat, H; <b>harlotte</b>, MD; <b>harlotes</b>, <i>pl</i>., P;<b>herlotis</b>, H; <i>adj</i>. scoundrelly, S3.--OF. <i>harlot, herlot, arlot</i>.
Harlotrie 	<i>sb</i>. tale-telling, jesting talk, ribaldry, buffoonery,P; <b>harlatrye</b>, jesting = Lat. <i>scurrilitas</i> ([Greek: eutrapelia]), W;<b>harlotries</b>, <i>pl</i>., C.
Harm 	<i>sb</i>. harm, S; <b>hærm</b>, S; <b>hearm</b>, S; <b>harem</b>, S; <b>hærme</b>,<i>dat</i>., S; <b>harme</b>, S, C2; <b>hermes</b>, <i>pl</i>., damages, S; <b>harmes</b>,PP.--AS. <i>hearm</i>.
Harmen 	<i>v</i>. to harm, S; <b>hearmeð</b>, <i>pr</i>.  <i>s</i>., S; <b>hermie</b>,<i>subj</i>., S.--AS. <i>hearmian</i>.
Harne-panne 	<i>sb</i>. the cranium, skull, Cath.; <b>harnpanne</b>, Voc.;<b>harnpane</b>, Voc.; <b>hernepanne</b>, HD.
Harnes 	<i>sb. pl</i>. brains, Voc., Cath., HD; <b>hærnes</b>, S; <b>hernes</b>,S2.--Icel. <i>hjarni</i>, the brain; cp. Goth, <i>hwairnei</i>.
Harneys 	<i>sb</i>. armour, C, PP, S3; <b>herneys</b>, C, PP.--OF. <i>harneis</i>.
Harneysed 	<i>pp</i>. equipped, C.
Haro! 	 <i>interj</i>.a cry for assistance raised in Normandy by any onewronged, HD; <b>harow</b>, PP; <b>harrow</b>, an exclamation of distress, C, C3,PP.--AF. <i>harro!</i> OF.  <i>haro</i>, <i>harol</i>, Cotg., Palsg., p. 501,Bartsch.
Harre 	<i>sb</i>. hinge, C, CM. See <b>Herre</b>.
Harryng 	<i>sb</i>. growling like a dog, S2.
Harwen 	<i>v</i>. to harrow, harry, ravage, PP, MD, CM; <b>herwen</b>, MD;<b>herien</b>, S2; <b>harowen</b>, PP, MD; <b>hærȝien</b>, S; <b>herȝien</b>,MD.--AS. <i>hergian</i>. See <b>Here</b>.
Hary 	<i>v</i>. to drag violently, CM; <b>harry</b>, to drag, to vex, HD;<b>haried</b>, <i>pp</i>., C.--OF. <i>harier</i>, to harry, hurry, vex (Cotg.).
Has 	<i>sb</i>. command, S; see <b>Heste</b>.
Hasard 	<i>sb</i>. the game of hazard played with dice, C3,Voc.--OF. <i>hasard</i>, <i>hasart</i>.
Hasardour 	<i>sb</i>. a dice-player, C3, Voc.; <b>haserder</b>,Voc.--AF. <i>hasardour</i>, OF. <i>hasardeur</i>.
Hasardrye 	<i>sb</i>. gaming, playing at hazard, C3.
Hase 	<i>adj</i>. hoarse, H. See <b>Hoos</b>.
Haske 	<i>sb</i>. a wicker fish-basket, ND, S3.
Haspe 	<i>sb</i>. a hasp, fastening of a door, Manip.; <b>hespe</b>, Prompt.,Cath.--AS. <i>hæpse</i> (Voc.).
Haspen 	<i>v</i>. to hasp, <i>obserare</i>, Manip.; <b>hasped</b>, <i>pp</i>., S2;<b>y-hasped</b>, P; <b>i-haspet</b>, S2.
Hast 	<i>sb</i>. haste, PP.--Cp. OSwed. <i>hast</i>.
Hasten 	<i>v</i>. to haste; <b>hasteth</b>, <i>imp. pl</i>., C3.
Hastif 	<i>adj</i>. hasty, C2; <b>hastyfe</b>, S3.--OF. <i>hastif</i>.
Hastiliche 	<i>adv</i>. quickly, S2; <b>hasteliche</b>, S; <b>hastily</b>, C2;<b>hastly</b>, S2: <b>hestely</b>, S3.
Hat 	<i>adj</i>. hot, S; <b>hatere</b>, <i>comp</i>., S. See <b>Hoot</b>.
Hate 	<i>sb</i>. heat, S; see <b>Hete</b>.
Haten 	 (1)<i>v</i>. to bid, promise, call; <b>hete</b>, 1 <i>pr. s</i>., S2, C3;<b>hote</b>, S2; <b>hicht</b>, S2; <b>hight</b>, S3; <b>hateð</b>, <i>pr. s</i>., bids, S;<b>hat</b>, S; <b>hot</b>, S; <b>hoot</b>, S; <b>hat</b>, <i>pl</i>., S2; <b>hæhte</b>, <i>pt. s</i>.,called, S; <b>hehte</b>, ordered, called, S; <b>hihte</b>, S2; <b>hiht</b>, S2;<b>hiȝt</b>, S2; <b>het</b>, ordered, promised, S, S2; <b>hæhten</b>, <i>pl</i>., S;<b>hight</b>, S2; <b>hyghte</b>, C2; <b>hoteð</b>, <i>imp. pl</i>., promise, S; <b>heete</b>,<i>pr. s. subj</i>., C; <b>gehaten</b>, <i>pp</i>., S; <b>i-haten</b>, S; <b>i-hate</b>, S;<b>i-hote</b>, S; <b>y-oten</b>, S; <b>hoten</b>, called, S, P; <b>hotene</b>, promised,S; <b>hote</b>, P; <b>hette</b>, S2; <b>hight</b>, S2; <b>hyht</b>, S2; <b>hecht</b>, S3;<b>y-hyȝt</b>, S2; <b>y-hoten</b>, PP; <b>y-hote</b>, PP; <b>i-hote</b>,S2.--AS. <i>hátan</i>, pt. <i>héht</i>, pp. <i>háten</i>.
Haten 	 (2)<i>v</i>. to be called; <b>hoten</b>, S, MD; <b>hote</b>, C; <b>hatte</b>,MD; <b>het</b>, MD; <b>hight</b>, MD; <b>hiȝt</b>, 1 <i>pr. s</i>., S2; <b>hyȝt</b>,<i>pr. s</i>., S2; <b>hat</b>, P; <b>hattest</b>, 2 <i>pr. s</i>., S; <b>hatte</b>, 1 <i>pr. s</i>.,am called, S; <i>pr. s</i>., S2; <b>hatte</b>, <i>pt. s</i>., was called, S, MD;<b>hette</b>, MD; <b>hete</b>, MD; <b>highte</b>, C2; <b>hæhte</b>, S; <b>hehte</b>, S;<b>hecht</b>, S3 <b>; hyghte</b>, S2; <b>hiht</b>, S2; <b>hyȝt</b>, S2; <b>het</b>, S, S2;<b>hat</b>, S2.--AS. <i>hátan</i>, pr. and pt. <i>hátte</i>; cp. Goth, <i>haitada</i>, Iam called, see Sievers, 367. The forms of AS. <i>Hátan</i> (1) are oftenused by confusion in the place of the old passive forms.
Hatere 	<i>sb</i>. clothing, HD, PP, Prompt.; <b>hater</b>, PP; <b>heater</b>, S;<b>hatren</b>, <i>pl</i>., clothes, S2.--AS. <i>hæteru</i>, pl. garments, seeSievers, 290.
Haterynge 	<i>sb</i>. dress, PP.
Hathel 	<i>sb</i>. noble one, S2; see <b>Athel</b>.
Hatien 	<i>v</i>. to become hot; <b>hatte</b>, <i>pt. s</i>., S; <b>yhat</b>, <i>pp</i>.,S2.--AS. <i>hátian</i>. See <b>Hoot</b>.
Hatien 	<i>v</i>. to hate, MD, S, S2; <b>hatede</b>, <i>pt. s</i>.,C2.--AS. <i>hatian</i>.
Hatreden 	<i>sb</i>. hatred, MD; <b>hateredyn</b>, H; <b>hatredyn</b>, H;<b>hatrede</b>, <i>dat</i>., S.
Hatterliche 	<i>adv</i>. savagely, S; see <b>Heterly</b>.
Hauberk 	<i>sb</i>. a coat of ringed mail, S2, C, C2.--OF. <i>hauberc</i>;OHG. <i>halsberc</i>, lit. neck-defence.
Hauk 	<i>sb</i>. hawk, C2, PP, S2; <b>hauec</b>, S <b>; havekes</b>, <i>gen</i>., S;<i>pl</i>., S2; <b>heauekes</b>, S.
Hauke 	<i>v</i>. to hawk, C2; <b>hawkyd</b>, <i>pt. s</i>., PP.
Haukynge 	<i>sb</i>. hawking, P; <b>an haukyng</b>, on hawking, a-hawking, C2.
Haunt 	<i>sb</i>. abode, C2; skill from practice, C; use, custom, PP.
Haunten 	<i>v</i>. to frequent, practise, make use of, PP, C3, S3, S2, W,H; <b>hant</b>, S3; HD.--OF. <i>hanter</i>, to frequent.
Hauteyn 	<i>adj</i>. loud, MD, C3; <b>havteyn</b>, haughty, H; <b>howteyne</b>, H(<i>n</i>).--OF. <i>hautain</i>, high.
Hauekes 	<i>gén</i>. of <b>Hauk</b>.
Hauen 	<i>v</i>. to have, S; <b>habben</b>, S, S2; <b>abbe</b>, S2; <b>haben</b>, S;<b>habe</b>, S; <b>han</b>, S2, C2; <b>haue</b>, C2, PP; <b>haf</b>, S2; <b>aue</b>, 1<i>pr</i>. <i>s</i>., S; <b>ha</b>, <i>pr. s. subj</i>., S3; <b>hafst</b>, 2 <i>pr. s</i>., S;<b>hafesst</b>, S; <b>hæfuest</b>, S; <b>hauest</b>, S2; <b>hest</b>, S; <b>hafð</b>, <i>pr. s</i>.,S; <b>hafeð</b>, S; <b>haueð</b>, S; <b>haues</b>, S2; <b>hatȝ</b>, S2; <b>heþ</b>, S2; <b>hes</b>,S3; <b>aueð</b>, S; <b>aþ</b>, S2; <b>habbet</b>, 2 <i>pl</i>., S; <b>habbeð</b>, <i>pl</i>., S, S2;<b>abbeð</b>, S2; <b>habeð</b>, S; <b>habbeȝ</b>, S2; <b>han</b>, S2, S3; <b>hafd</b>, 1<i>pt. s</i>., S2; <b>haued</b>, S2; <b>hauid</b>, S2; <b>hafdes</b>, 2 <i>pt. s</i>., S;<b>hafde</b>, <i>pt. s</i>., S; <b>haffde</b>, S; <b>hefde</b>, S; <b>hefede</b>, S; <b>hedde</b>,S; <b>heuede</b>, S; <b>hadde</b>, S2, C2; <b>adde</b>, S, S2; <b>hæfden</b>, <i>pl</i>., S;<b>hafden</b>, S; <b>haffdenn</b>, S; <b>hefden</b>, S; <b>hedden</b>, S; <b>hadden</b>, S, C2;<b>hadde</b>, S; <b>hade</b>, S; <b>heuede</b>, S2; <b>hafd</b>, <i>pp</i>., S2; <b>y-hadde</b>, S2;<b>haiffeing</b>, <i>pr. p</i>., S3; <b>haze = hae</b> + <b>us</b>, have us,S3.--AS. <i>habban</i>, pt. s. <i>hæfde</i>, pp.  <i>gehæfd</i>.
Hauene 	<i>sb</i>. haven, S, S2, CM; <b>haunes</b>, <i>pl</i>., 2.--AS. <i>hæfene</i>.
Hauene 	<i>v</i>. to take harbour; <b>haueny-den</b>, <i>pt. pl</i>., W.
Hauer 	<i>sb</i>. oats, P; <b>havyr</b>, Cath.; <b>hafyr</b>,Voc.--Cp. Du. <i>haver</i>, G. <i>hafer</i>.
Hauer-cake 	<i>sb</i>. oat-cake, Cath. (<i>n</i>); <b>havyre-cake</b>, HD.
Hauer-grasse 	<i>sb</i>. wild oats, Cath. (<i>n</i>), HD.
Havyng 	<i>sb</i>. behaviour, S2; <b>hawyng</b>, S2.
Haw 	<i>adj</i>. azure, S3, JD; <b>hawe</b>, grey, MD; <b>haa</b>,MD.--Cp. AS. <i>hǽwen</i>, sea-blue.
Hawbart 	<i>sb</i>. halberd, S3.--OF. <i>halebarde</i>.
Hawe 	<i>sb</i> hedge, enclosure, C3, MD; <b>haȝe</b>, MD; <b>hahe</b>, MD;<b>hagh</b>, HD.--AS. <i>haga</i>, hedge (Voc.).
Hawe 	<i>sb</i>. hawthorn-berry, MD, C2, PP, Cath.--AS. <i>haga</i> (Voc.).
Hawe-thorne 	<i>sb</i>. hawthorn, PP, Prompt.; <b>haȝþorn</b>,MD.--ONorth. <i>haga-*þorn</i> (Mat. 7. 16).
Haxede 	<i>pt. s</i>. asked, S; see <b>Asken</b>. [Addition]
Haye 	<i>sb</i>. a hedge, a kind of springe to catch rabbits, S3; <b>hay</b>,ND.--OF. <i>haie</i> (<i>haye</i>), a hedge.
Hay-warde 	<i>sb</i>. hedge-warden, PP; <b>haiwarde</b>, PP; <b>hayward</b>, Voc.;<b>heiward</b>, S.--From AS. <i>hege</i>, hedge, and <i>weard</i>.
Haȝheliȝ 	<i>adv</i>. becomingly, S; <b>haȝhelike</b>, S.--Icel. <i>hagliga</i>,skilfully, suitably, from <i>hagr</i>.
Haȝher 	<i>adj</i>. skilful, MD; <b>hawur</b>, MD; <b>haver</b>, MD;<b>haȝherrlike</b>, <i>adv</i>., becomingly, S. See above.
He 	<i>pron</i>. he, S; used indefinitely, = one of you, P; <b>heo</b>, S;<b>hi</b>, S; <b>hie</b>, S; <b>ha</b>, S, S2; <b>a</b>, S2; <b>ȝe</b>, S2; <b>e</b>, S; <b>has = he</b>+ <b>hes</b>, he them, S; <b>has = he</b> + <b>hes</b>, he her, S.
Hea- 	; see under <b>He-</b>.
Heal 	<i>sb</i>. hail, S3; see <b>Hail</b>.
Healden 	<i>v</i>. to pour, S; see <b>Helden</b>.
Healen 	<i>sb. pl. dat</i>. heels, S; see <b>Heele</b>.
Heanen 	<i>v</i>. to oppress, afflict, <b>S</b>; <b>heande</b>, <i>pt. s</i>., S;<b>heaned</b>, <i>pp</i>., afflicted, S.--Cp. AS. <i>hýnan</i>, to humble, from<i>héan</i>, despised. See <b>Heyne</b>.
Heas 	<i>sb</i>. command; <b>hease</b>, <i>dat</i>., S. See <b>Heste</b>.
Heascen 	<i>v</i>. to insult, MD; <b>heascede</b>, <i>pt. s</i>.,S.--Cp. AS. <i>hyscan</i>.
Heater 	<i>sb</i>. clothing, S; see <b>Hatere</b>.
Heaued 	<i>sb</i>. head, S; see <b>Heued</b>.
Heaued-Sunne 	<i>sb</i>. capital sin, deadly sin, S.
Hecht 	; see <b>Haten</b>.
Hecseities 	<i>pl</i>. a term in logic, S3.
HeddeHedden 	, had; see <b>Hauen</b>.
Hede 	<i>sb</i>. heed, care, C2, PP.
Heden 	<i>v</i>. to heed, S; <b>hedde</b>, <i>pt. s</i>., SkD; <b>hedd</b>,MD.--AS. <i>hédan</i>: OS. <i>hódian</i>, cp. OHG. <i>huaten</i> (Otfrid).
Hee- 	; see under <b>He</b>-.
Hee 	<i>adj</i>. high; see <b>Heigh</b>.
Heed 	<i>sb</i>. head, C2, C3, G, W; see <b>Heued</b>.
Heedlyng 	<i>adv</i>. headlong, W.
Heele 	<i>sb</i>. heel, PP; <b>helis</b>, <i>pl</i>., PP; <b>helen</b>, <i>dat</i>., S;<b>healen</b>, S.--AS. <i>héla</i>.
Heep 	<i>sb</i>. heap, crowd, number, PP, W2; <b>hep</b>, PP; <b>hepe</b>, Cath.,G, PP.--AS. <i>héap</i>; cp. OHG. <i>houf</i> (Otfrid).
Heer 	<i>sb</i>. hair, S3, C3; <b>heere</b>, W, PP; see <b>Here</b>.
Heer 	<i>adv</i>. here, C2, PP; <b>her</b>, S, S2, C; <b>hær</b>, S; <b>hier</b>, S2;<b>hire</b>, G. <i>Comb</i>.: <b>her-afterward</b>, hereafter, C3; <b>her-biuore</b>,heretofore, S2; <b>herbiforn</b>, C3; <b>her-inne</b>, herein, C3; <b>her-onont</b>,as regards this, S; <b>her-to</b>, hereto, C3; for this cause, W;<b>heer-vpon</b>, hereupon, C2.
Heete 	; see <b>Haten</b> (1).
Hefden 	; see <b>Hauen</b>.
Hegge 	<i>sb</i>. hedge, S, C, W2; <b>hegges</b>, <i>pl</i>., P; <b>heggis</b>,W2.--AS. <i>hegge</i> (dat.) in Chron. ann. 547.
Hegh 	<i>sb</i>. haste, H; see <b>Hye</b>.
Heh 	<i>adj</i>. high, S, S2, PP; see <b>Heigh</b>.
Heh-dai 	<i>sb</i>. high day, festival, MD; <b>hæȝe-dæie</b>, <i>dat</i>., S.
Hehe 	<i>adv</i>. highly, S; see <b>Heighe</b>.
Heh-engel 	<i>sb</i>. archangel, S.--A.S. <i>héahengel</i>.
Heh-fader 	<i>sb</i>. patriarch, SD; <b>hage-faderen</b>, <i>pl. dal</i>.,S.--AS. <i>héahfader</i>.
Hehlich 	<i>adj</i>. noble, proud, perfect, MD; <b>hely</b>,S3.--AS. <i>héahlic</i>.
Hehliche 	<i>adv</i>. highly, splendidly, loudly, MD; <b>heihliche</b>, S2;<b>heȝlyche</b>; <b>hæhliche</b>, S; <b>hehlice</b>, S; <b>heglice</b>,S.--AS. <i>héahlice</i>.
Hehne 	<i>adj</i>. contemptible, S; see <b>Heyne</b>.
Hehnesse 	<i>sb</i>. highness, MD; <b>heynesse</b>, S3; <b>heghnes</b>, S2;<b>hiȝnesse</b>, W.--AS. <i>héahness</i>.
Heh-seotel 	<i>sb</i>. high-seat, throne, S; <b>hegsettle</b>, <i>dat</i>.,S.--AS. <i>héahsetl</i>.
Hei 	<i>sb</i>. hay, grass, Voc., W; see <b>Hey</b>.
Hei 	<i>adj</i>. high, S, S2; see <b>Heigh</b>.
Heien 	<i>v</i>. to extol, S; see <b>Hiȝen</b>.
Heigh 	<i>adj</i>. high, chief, principal, noble, PP, CM, C2, S2;<b>heiȝ</b>, PP, S2; <b>heyȝ</b>, S3; <b>heih</b>, S; <b>heh</b>, S, S2, PP; <b>hegh</b>, S2,S3; <b>hey</b>, PP, C2, S, S2; <b>hei</b>, S, S2; <b>heg</b>, S; <b>heȝe</b>, S, S2;<b>hiȝ</b>, W, S; <b>hyȝe</b>, S2; <b>hihe</b>, C; <b>hi</b>, PP; <b>hy</b>, C2; <b>hæh</b>, S;<b>hah</b>, S; <b>hee</b>, S2.--AS. <i>héah</i>, <i>héh</i>.
Heighe 	<i>adv</i>. highly, PP; <b>heiȝe</b>, PP, S2; <b>heye</b>, S, S2, PP;<b>hehȝe</b>, S; <b>hehe</b>, S; <b>heie</b>, S, S2; <b>hye</b>, C2; <b>he</b>, S2; <b>hæȝe</b>,S.--AS. <i>héage</i>, <i>héah</i>.
Hieigher 	<i>adj. comp</i>. higher, C, CM; <b>heyer</b>, S2, C3; <b>hyer</b>, S3;<b>herre</b>, S, P.--AS. <i>hérra</i>.
Heighest 	<i>adj. superl</i>. highest, PP; <b>heghest</b>, S2; <b>hehȝhesst</b>,S; <b>hegest</b>, S; <b>hest</b>, S2; <b>hæhst</b>, S.--AS. <i>héhst</i>.
Heih 	<i>adj</i>. high; see <b>Heigh</b>.
Heind 	<i>adj</i>.; see <b>Hende</b>.
Heir 	<i>sb</i>. heir, S, C2; see <b>Eir</b>.
Hei-uol 	<i>adj</i>. haughty, S2. See <b>Heigh</b>.
Hei-ward 	<i>sb</i>. hedge-warden, hayward, S; see <b>Hay-warde</b>.
Hekele 	<i>sb</i>. hatchel, <i>mataxa</i>, Prompt.; <b>hechele</b>, hatchel forflax, HD; <b>hekylle</b>, <i>mataxa</i>, Voc., Cath.; <b>heckle</b>, comb, Manip.;<b>hekkill</b>, heckle, cock's comb, S3; <b>heckle</b>, HD.--Cp. Du. <i>hekel</i>,hatchel.
Helde 	<i>sb</i>. age, S; see <b>Elde</b>.
Helde 	<i>sb</i>. a slope, S; <b>heldes</b>, <i>pl</i>., MD.
Helden 	<i>v</i>. to tilt, to incline, S, S2, W; <b>healden</b>, to pour, S;<b>helde</b>, <i>pt. s</i>., W; <b>halde</b>, S; <b>helded</b>, S2; <b>heldid</b>, H; <b>held</b>,<i>pp</i>., S2.--AS. <i>heldan</i> cp. Icel. <i>halla</i>, to incline; E. <i>heel</i>(<i>over</i>). See <b>Hell</b>.
Heldynge 	<i>sb</i>. an inclining aside, H.
Hele 	. <i>sb</i>. healthsoundness, S, S2, S3, C; <b>hale</b>, S; <b>heale</b>, S,S3; <b>hel</b>, S2; <b>heles</b>, <i>pl</i>., S2.--AS. <i>hǽlu</i>.
Helen 	<i>v</i>. to cover, conceal, CM, P, S, S2; <b>heolen</b>, S; <b>halen</b>,<i>pp</i>., S; <b>heled</b>, S2; <b>hole</b>, MD.--AS. <i>helan</i>, pt. <i>hæl</i>,pp. <i>holen</i>; cp. OHG. <i>helan</i> (Otfrid).
Helen 	<i>v</i>. to heal, PP, S2, C2; <b>halyd</b>, <i>pp</i>., H.--AS. <i>hǽlan;</i>cp. OHG. <i>heilen</i> (Otfrid).
Helende 	<i>sb</i>. the Saviour, the Healer, S; <b>halende</b>, S; <b>healent</b>,S.--AS. <i>hǽlend</i>; cp. OHG. <i>heilant</i> (Otfrid).
Heleth 	<i>sb</i>. armed man, warrior, MD; <b>hæleð</b>, MD; <b>heleðes</b>, <i>pl</i>.,S.--AS. <i>heleð</i>; cp. G. <i>held</i>.
Helfter 	<i>sb</i>. noose, snare, S.--AS. <i>hælftre</i> (Voc.); seeSkD. (s. v. <i>halter</i>).
Heling 	<i>sb</i>. salvation, S2.
Hell 	<i>v</i>. to pour out, H; <b>hel</b>, 1 <i>pr. s</i>., H; <b>hell</b>, <i>imp. s</i>.,H; <b>helles</b>, <i>pl</i>., H; <b>helland</b>, <i>pr. p</i>., H; <b>helt</b>, <i>pt. s</i>., H;<i>pp</i>., H.--Icel. <i>hella</i>, to pour. See <b>Helden</b>.
Helle 	<i>sb</i>. hell, C2, MD, PP; =<i>infernum</i>, W.--AS. <i>hell</i>:OHG. <i>hella</i>: Goth. <i>halja</i>.
Helle-fur 	<i>sb</i>. hell-fire, S.--AS. <i>helle-fýr</i>.
Helle-hound 	<i>sb</i>. hell-hound, MD.
Helle-muð 	<i>sb</i>. mouth of hell, S.
Helme 	<i>sb</i>. a helm, covering for the head, PP, CM; <b>helm</b>,MD.--AS. <i>helm</i>; cp. Goth, <i>hilms</i>.
Helmed 	<i>adj</i>. provided with a helm, C2, CM.
Help 	<i>sb</i>. help, C2, PP.
Helpen 	<i>v</i>. to help, S2; <b>halp</b>, <i>pt. s</i>., C2, PP; <b>halpe</b>, PP, S2;<i>pl</i>., P; <b>holpyn</b>, P; <b>hulpen</b>, P; <b>holpen</b>, <i>pp</i>., C, C2, PP;<b>holpe</b>, P; <b>hulpe</b>, P.--AS. <i>helpan</i>; pt. <i>healp</i>; pp. <i>holpen</i>;cp. Goth, <i>hilpan</i>.
Helplees 	<i>adj</i>. helpless, C3; <b>helples</b>, PP.
